FLG,日付,TM,1回,2回,3回,4回,5回,6回,7回,8回,9回,10回,11回,12回,計,安,失
ロッテ/楽天,08/05,楽天,1,0,2,0,2,0,0,3,,,,,8,14,1,
広島/ＤｅＮＡ,08/05,広島,1,0,0,1,2,1,2,0,0,,,,7,11,0,
広島/ＤｅＮＡ,08/05,ＤｅＮＡ,3,0,0,0,0,1,0,0,0,,,,4,8,0,
中日/巨人,08/05,中日,0,1,0,0,0,0,0,0,1,,,,2,10,0,
中日/巨人,08/05,巨人,0,1,4,3,0,0,0,0,,,,,8,10,0,
オリックス/日本ハム,08/06,オリックス,0,0,2,3,0,0,0,0,0,,,,5,8,0,
オリックス/日本ハム,08/06,日本ハム,0,0,0,2,0,0,0,0,0,,,,2,8,0,
ソフトバンク/西武,08/06,ソフトバンク,0,0,0,0,1,0,0,0,0,,,,1,4,1,
ソフトバンク/西武,08/06,西武,0,1,0,0,4,0,0,1,,,,,6,6,1,
ヤクルト/阪神,08/06,ヤクルト,0,1,0,3,0,0,0,0,1,,,,5,9,0,
ヤクルト/阪神,08/06,阪神,0,0,2,0,1,0,3,0,,,,,6,9,2,
ロッテ/楽天,08/06,ロッテ,0,1,0,0,0,1,0,0,1,,,,3,6,1,
ロッテ/楽天,08/06,楽天,0,0,0,0,0,0,0,1,0,,,,1,4,0,
広島/ＤｅＮＡ,08/06,広島,0,0,0,3,4,0,0,1,1,,,,9,14,1,
広島/ＤｅＮＡ,08/06,ＤｅＮＡ,0,0,0,2,1,0,0,1,0,,,,4,6,1,
中日/巨人,08/06,中日,0,0,1,0,3,0,0,1,0,,,,5,8,2,
中日/巨人,08/06,巨人,0,0,0,4,0,0,0,0,0,,,,4,10,0,
ＤｅＮＡ/ヤクルト,08/08,ＤｅＮＡ,2,0,0,0,0,3,0,0,0,,,,5,10,1,
ＤｅＮＡ/ヤクルト,08/08,ヤクルト,0,0,4,0,2,0,0,2,,,,,8,10,0,
ソフトバンク/ロッテ,08/08,ソフトバンク,0,0,0,0,0,2,6,0,0,,,,8,11,2,
ソフトバンク/ロッテ,08/08,ロッテ,0,1,2,5,0,3,1,5,,,,,17,19,1,
広島/中日,08/08,広島,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,
広島/中日,08/08,中日,0,1,0,0,0,0,0,0,0,0,0,0,1,9,1,
阪神/巨人,08/08,阪神,0,0,0,0,0,0,0,0,1,,,,1,7,0,
阪神/巨人,08/08,巨人,1,1,4,0,0,0,0,0,,,,,6,9,1,
西武/オリックス,08/08,西武,0,0,1,3,1,1,0,0,0,,,,6,10,2,
西武/オリックス,08/08,オリックス,1,2,2,4,2,0,1,0,,,,,12,12,2,
ＤｅＮＡ/ヤクルト,08/09,ＤｅＮＡ,0,3,2,0,0,0,0,0,2,,,,7,7,0,
ＤｅＮＡ/ヤクルト,08/09,ヤクルト,0,1,0,0,0,0,0,0,1,,,,2,7,0,
ソフトバンク/ロッテ,08/09,ソフトバンク,0,0,3,0,0,0,0,0,0,,,,3,9,1,
ソフトバンク/ロッテ,08/09,ロッテ,0,0,0,1,0,1,0,0,0,,,,2,5,0,
広島/中日,08/09,広島,0,0,1,0,0,0,0,0,0,,,,1,5,1,
広島/中日,08/09,中日,1,0,0,0,2,4,0,0,,,,,7,14,0,
阪神/巨人,08/09,阪神,1,0,1,0,0,0,1,0,2,,,,5,12,0,
阪神/巨人,08/09,巨人,0,0,0,0,0,1,3,0,0,,,,4,6,0,
西武/オリックス,08/09,西武,0,0,2,2,3,0,1,0,0,,,,8,11,0,
西武/オリックス,08/09,オリックス,0,1,0,3,0,0,0,0,0,,,,4,10,2,
日本ハム/楽天,08/09,日本ハム,1,0,0,3,0,0,1,0,0,,,,5,12,0,
日本ハム/楽天,08/09,楽天,1,0,5,0,0,0,0,0,,,,,6,8,1,
ＤｅＮＡ/ヤクルト,08/10,ＤｅＮＡ,0,0,0,0,1,0,0,2,3,,,,6,6,0,
ＤｅＮＡ/ヤクルト,08/10,ヤクルト,0,1,0,0,0,0,0,0,0,,,,1,4,1,
ソフトバンク/ロッテ,08/10,ソフトバンク,3,0,0,3,0,0,0,0,0,,,,6,10,0,
ソフトバンク/ロッテ,08/10,ロッテ,0,0,2,0,2,1,0,0,0,,,,5,7,0,
広島/中日,08/10,広島,2,3,0,0,0,0,0,0,0,,,,5,7,0,
広島/中日,08/10,中日,1,2,1,0,1,0,0,0,1,,,,6,10,0,
阪神/巨人,08/10,阪神,0,2,0,0,0,0,0,0,0,,,,2,9,1,
阪神/巨人,08/10,巨人,0,0,0,0,1,1,0,3,,,,,5,7,0,
西武/オリックス,08/10,西武,0,1,0,0,0,0,0,1,0,,,,2,5,0,
西武/オリックス,08/10,オリックス,1,0,1,0,0,0,0,2,,,,,4,3,0,
日本ハム/楽天,08/10,日本ハム,1,0,1,0,0,0,1,0,0,0,0,,3,11,0,
日本ハム/楽天,08/10,楽天,0,1,1,0,0,0,1,0,0,0,1,,4,12,0,
ヤクルト/中日,08/11,ヤクルト,0,0,4,0,4,2,0,0,0,,,,10,10,0,
ヤクルト/中日,08/11,中日,2,0,0,0,0,0,0,0,0,,,,2,7,1,
楽天/オリックス,08/11,楽天,0,0,2,0,0,1,1,0,0,,,,4,12,1,
楽天/オリックス,08/11,オリックス,0,1,0,5,0,0,2,0,,,,,8,12,0,
巨人/広島,08/11,巨人,0,0,0,0,6,3,0,0,0,,,,9,15,0,
巨人/広島,08/11,広島,0,0,0,2,0,0,0,0,0,,,,2,8,1,
阪神/ＤｅＮＡ,08/11,阪神,0,1,3,0,3,0,1,0,0,,,,8,13,1,
阪神/ＤｅＮＡ,08/11,ＤｅＮＡ,0,0,0,0,1,0,0,0,0,,,,1,4,2,
西武/ロッテ,08/11,西武,2,0,1,0,0,0,0,0,0,,,,3,12,1,
西武/ロッテ,08/11,ロッテ,0,1,0,0,2,0,2,0,,,,,5,10,0,
ヤクルト/中日,08/12,ヤクルト,0,0,0,0,0,0,0,0,0,,,,0,7,0,
ヤクルト/中日,08/12,中日,0,0,0,1,0,0,0,2,,,,,3,8,0,
楽天/オリックス,08/12,楽天,0,0,1,0,1,3,0,2,0,,,,7,14,0,
楽天/オリックス,08/12,オリックス,0,0,0,0,0,0,0,0,0,,,,0,4,0,
巨人/広島,08/12,巨人,0,0,0,0,0,0,0,0,0,,,,0,4,1,
巨人/広島,08/12,広島,0,1,0,0,0,0,0,0,,,,,1,4,0,
阪神/ＤｅＮＡ,08/12,阪神,0,0,0,0,0,0,0,1,0,1,,,2,8,0,
阪神/ＤｅＮＡ,08/12,ＤｅＮＡ,0,0,0,1,0,0,0,0,0,0,,,1,13,0,
西武/ロッテ,08/12,西武,0,0,1,0,0,0,0,2,0,,,,3,6,0,
西武/ロッテ,08/12,ロッテ,0,0,0,0,0,0,0,0,0,,,,0,6,0,
日本ハム/ソフトバンク,08/12,日本ハム,0,0,0,0,0,0,0,0,0,,,,0,5,0,
日本ハム/ソフトバンク,08/12,ソフトバンク,0,0,1,0,0,0,0,0,,,,,1,6,0,
ヤクルト/中日,08/13,ヤクルト,1,0,0,1,0,0,0,0,0,,,,2,9,0,
ヤクルト/中日,08/13,中日,1,0,3,0,0,3,0,0,,,,,7,6,0,
楽天/オリックス,08/13,楽天,1,0,0,2,0,1,0,0,0,,,,4,5,0,
楽天/オリックス,08/13,オリックス,0,0,1,0,0,0,1,0,0,,,,2,5,0,
巨人/広島,08/13,巨人,0,0,0,0,0,1,0,0,0,,,,1,6,1,
巨人/広島,08/13,広島,3,0,0,0,1,0,0,0,,,,,4,9,1,
阪神/ＤｅＮＡ,08/13,阪神,0,1,0,0,0,0,0,0,1,,,,2,9,0,
阪神/ＤｅＮＡ,08/13,ＤｅＮＡ,0,3,0,3,0,2,0,0,,,,,8,11,1,
西武/ロッテ,08/13,西武,0,1,0,0,0,1,0,0,4,,,,6,10,1,
西武/ロッテ,08/13,ロッテ,0,0,0,0,0,3,0,0,0,,,,3,8,0,
日本ハム/ソフトバンク,08/13,日本ハム,0,0,0,0,0,2,0,0,0,,,,2,13,0,
日本ハム/ソフトバンク,08/13,ソフトバンク,3,0,0,0,0,0,0,0,,,,,3,5,0,
日本ハム/ソフトバンク,08/14,日本ハム,1,0,0,2,0,2,0,0,2,,,,7,11,0,
日本ハム/ソフトバンク,08/14,ソフトバンク,0,1,0,0,0,0,0,0,0,,,,1,5,0,
オリックス/ソフトバンク,08/15,オリックス,0,0,0,0,0,0,3,0,0,,,,3,5,1,
オリックス/ソフトバンク,08/15,ソフトバンク,0,3,0,1,0,0,0,1,,,,,5,8,0,
楽天/西武,08/15,楽天,0,1,0,4,2,0,0,0,1,,,,8,13,1,
楽天/西武,08/15,西武,4,1,0,2,0,4,1,5,,,,,17,16,0,
広島/阪神,08/15,広島,3,0,2,6,0,0,0,0,0,,,,11,14,0,
広島/阪神,08/15,阪神,2,0,0,0,3,1,0,0,0,,,,6,10,1,
オリックス/ソフトバンク,08/16,オリックス,0,0,1,0,0,0,0,0,0,,,,1,6,0,
オリックス/ソフトバンク,08/16,ソフトバンク,0,0,1,0,0,1,0,0,,,,,2,7,0,
ロッテ/日本ハム,08/16,ロッテ,0,0,0,1,0,0,0,0,1,,,,2,7,0,
ロッテ/日本ハム,08/16,日本ハム,1,0,0,1,1,1,0,0,,,,,4,7,0,
楽天/西武,08/16,楽天,0,0,0,0,0,0,0,0,0,,,,0,5,2,
楽天/西武,08/16,西武,0,1,0,3,1,0,0,0,,,,,5,9,1,
巨人/ヤクルト,08/16,巨人,0,1,1,0,0,4,1,1,0,,,,8,9,0,
巨人/ヤクルト,08/16,ヤクルト,0,0,0,0,0,0,0,2,0,,,,2,8,4,
広島/阪神,08/16,広島,1,0,2,0,0,0,2,0,0,,,,5,10,0,
広島/阪神,08/16,阪神,0,0,0,0,0,2,0,1,0,,,,3,9,0,
中日/ＤｅＮＡ,08/16,中日,0,2,0,0,0,0,0,0,0,,,,2,7,0,
中日/ＤｅＮＡ,08/16,ＤｅＮＡ,0,0,0,0,0,1,1,0,1,,,,3,9,0,
ロッテ/日本ハム,08/17,ロッテ,1,0,0,0,1,3,2,0,0,0,0,,7,12,3,
ロッテ/日本ハム,08/17,日本ハム,0,5,0,0,1,0,1,0,0,0,1,,8,9,0,
楽天/西武,08/17,楽天,0,0,0,0,0,0,0,0,0,,,,0,2,0,
楽天/西武,08/17,西武,0,0,0,0,0,0,0,0,3,,,,3,9,0,
巨人/ヤクルト,08/17,巨人,0,0,3,0,0,0,0,0,0,,,,3,7,0,
巨人/ヤクルト,08/17,ヤクルト,0,4,0,0,0,0,0,0,,,,,4,7,1,
広島/阪神,08/17,広島,1,0,0,0,0,3,0,0,0,,,,4,8,0,
広島/阪神,08/17,阪神,0,0,2,0,2,0,0,0,1,,,,5,9,0,
中日/ＤｅＮＡ,08/17,中日,0,0,0,0,0,0,0,1,0,,,,1,8,0,
中日/ＤｅＮＡ,08/17,ＤｅＮＡ,3,0,0,0,0,0,1,0,,,,,4,8,0,
ＤｅＮＡ/巨人,08/18,ＤｅＮＡ,1,0,0,0,0,4,2,0,0,0,,,7,14,0,
ＤｅＮＡ/巨人,08/18,巨人,0,0,0,2,0,2,3,0,0,2,,,9,13,1,
ソフトバンク/楽天,08/18,ソフトバンク,2,0,0,0,0,0,2,0,0,,,,4,8,0,
ソフトバンク/楽天,08/18,楽天,0,0,0,1,0,0,0,0,0,,,,1,3,0,
ヤクルト/広島,08/18,ヤクルト,0,0,0,0,0,0,0,0,0,,,,0,8,0,
ヤクルト/広島,08/18,広島,0,0,0,0,1,0,0,0,,,,,1,6,0,
ロッテ/オリックス,08/18,ロッテ,2,0,0,0,0,0,1,0,2,,,,5,8,1,
ロッテ/オリックス,08/18,オリックス,0,1,0,0,0,0,0,0,1,,,,2,4,2,
阪神/中日,08/18,阪神,3,0,0,0,1,2,4,0,0,,,,10,13,0,
阪神/中日,08/18,中日,0,0,0,0,0,1,1,0,2,,,,4,8,0,
西武/日本ハム,08/18,西武,0,0,0,0,0,0,0,0,0,,,,0,4,0,
西武/日本ハム,08/18,日本ハム,1,0,0,0,0,2,0,1,,,,,4,9,0,
ＤｅＮＡ/巨人,08/19,ＤｅＮＡ,0,0,1,0,0,0,0,0,0,,,,1,3,0,
ＤｅＮＡ/巨人,08/19,巨人,0,0,0,0,2,0,4,0,,,,,6,6,0,
ソフトバンク/楽天,08/19,ソフトバンク,0,0,1,0,0,1,0,0,0,,,,2,7,0,
ソフトバンク/楽天,08/19,楽天,0,0,0,0,0,0,0,0,0,,,,0,4,0,
ヤクルト/広島,08/19,ヤクルト,0,0,0,0,0,1,4,0,0,,,,5,12,1,
ヤクルト/広島,08/19,広島,0,0,0,0,0,0,0,0,0,,,,0,5,0,
ロッテ/オリックス,08/19,ロッテ,0,0,0,0,2,1,0,0,0,,,,3,6,0,
ロッテ/オリックス,08/19,オリックス,0,0,0,0,3,2,0,2,,,,,7,11,0,
阪神/中日,08/19,阪神,0,2,0,1,3,0,0,1,1,,,,8,12,0,
阪神/中日,08/19,中日,1,0,0,0,0,0,0,0,0,,,,1,3,0,
西武/日本ハム,08/19,西武,0,0,0,2,0,0,0,0,1,,,,3,6,0,
西武/日本ハム,08/19,日本ハム,0,0,0,0,0,0,0,0,0,,,,0,5,0,
ＤｅＮＡ/巨人,08/20,ＤｅＮＡ,0,0,0,0,0,0,0,1,0,,,,1,3,0,
ＤｅＮＡ/巨人,08/20,巨人,4,0,0,0,2,0,0,0,,,,,6,9,1,
ソフトバンク/楽天,08/20,ソフトバンク,2,0,0,0,0,1,0,1,0,,,,4,8,1,
ソフトバンク/楽天,08/20,楽天,1,0,0,0,0,0,0,0,0,,,,1,3,0,
ヤクルト/広島,08/20,ヤクルト,0,0,0,0,4,0,1,0,0,0,,,5,9,0,
ヤクルト/広島,08/20,広島,0,0,0,1,0,0,0,4,0,1,,,6,12,1,
ロッテ/オリックス,08/20,ロッテ,0,1,0,0,0,1,0,0,0,,,,2,9,0,
ロッテ/オリックス,08/20,オリックス,1,0,1,0,0,0,1,0,,,,,3,5,0,
阪神/中日,08/20,阪神,1,0,1,0,0,0,0,0,0,0,1,,3,10,0,
阪神/中日,08/20,中日,0,1,0,0,1,0,0,0,0,0,0,,2,9,2,
西武/日本ハム,08/20,西武,0,0,0,0,0,0,1,2,0,,,,3,6,0,
西武/日本ハム,08/20,日本ハム,1,0,1,0,2,2,0,3,,,,,9,15,0,
楽天/ロッテ,08/22,楽天,0,1,2,0,1,0,2,0,0,,,,6,15,0,
楽天/ロッテ,08/22,ロッテ,0,0,0,0,0,0,0,2,0,,,,2,7,0,
巨人/中日,08/22,巨人,0,0,4,0,3,2,0,0,0,,,,9,12,0,
巨人/中日,08/22,中日,0,0,1,0,0,0,0,1,0,,,,2,7,0,
広島/ＤｅＮＡ,08/22,広島,0,2,0,1,0,1,1,0,0,,,,5,7,0,
広島/ＤｅＮＡ,08/22,ＤｅＮＡ,1,0,0,0,0,0,0,1,4,,,,6,8,1,
阪神/ヤクルト,08/22,阪神,0,0,0,2,2,0,0,0,0,,,,4,8,0,
阪神/ヤクルト,08/22,ヤクルト,0,1,0,3,0,0,0,0,1,,,,5,12,0,
西武/ソフトバンク,08/22,西武,0,0,0,0,0,0,0,0,0,,,,0,2,0,
西武/ソフトバンク,08/22,ソフトバンク,0,0,1,0,0,1,3,2,,,,,7,7,0,
日本ハム/オリックス,08/22,日本ハム,2,0,0,0,0,0,0,0,0,,,,2,8,2,
日本ハム/オリックス,08/22,オリックス,0,3,0,0,0,2,0,0,,,,,5,7,1,
楽天/ロッテ,08/23,楽天,0,0,2,0,0,0,0,1,0,,,,3,10,1,
楽天/ロッテ,08/23,ロッテ,4,0,0,0,1,0,0,0,,,,,5,9,1,
巨人/中日,08/23,巨人,0,0,0,0,0,0,1,0,0,,,,1,6,2,
巨人/中日,08/23,中日,2,0,0,1,0,0,1,0,,,,,4,7,0,
広島/ＤｅＮＡ,08/23,広島,2,3,0,0,1,0,0,0,0,0,,,6,11,0,
広島/ＤｅＮＡ,08/23,ＤｅＮＡ,0,0,3,0,1,0,1,0,1,1,,,7,10,1,
阪神/ヤクルト,08/23,阪神,0,0,4,0,1,0,2,0,0,,,,7,10,1,
阪神/ヤクルト,08/23,ヤクルト,1,0,0,1,2,0,0,0,0,,,,4,12,1,
西武/ソフトバンク,08/23,西武,0,0,0,0,0,0,0,0,0,,,,0,3,0,
西武/ソフトバンク,08/23,ソフトバンク,2,4,0,0,3,0,0,0,,,,,9,8,0,
日本ハム/オリックス,08/23,日本ハム,0,0,0,0,1,0,2,0,0,,,,3,8,0,
日本ハム/オリックス,08/23,オリックス,1,0,0,1,0,0,0,0,0,,,,2,8,1,
楽天/ロッテ,08/24,楽天,0,0,0,0,0,0,0,0,1,,,,1,6,2,
楽天/ロッテ,08/24,ロッテ,0,0,1,0,0,1,0,0,,,,,2,9,0,
広島/ＤｅＮＡ,08/24,広島,1,2,0,0,1,0,0,0,0,,,,4,9,0,
広島/ＤｅＮＡ,08/24,ＤｅＮＡ,1,0,0,0,0,1,1,1,1,,,,5,10,0,
阪神/ヤクルト,08/24,阪神,1,1,3,1,0,0,0,0,0,,,,6,11,1,
阪神/ヤクルト,08/24,ヤクルト,1,0,2,0,0,0,0,0,0,,,,3,5,1,
西武/ソフトバンク,08/24,西武,0,1,0,0,0,0,0,0,0,,,,1,7,0,
西武/ソフトバンク,08/24,ソフトバンク,3,4,0,0,1,1,1,0,,,,,10,10,0,
ＤｅＮＡ/ヤクルト,08/25,ＤｅＮＡ,0,0,2,0,0,0,6,0,0,,,,8,12,0,
ＤｅＮＡ/ヤクルト,08/25,ヤクルト,0,0,0,0,1,0,2,2,1,,,,6,12,0,
オリックス/西武,08/25,オリックス,0,0,0,0,0,0,0,0,0,,,,0,4,2,
オリックス/西武,08/25,西武,3,1,1,1,1,1,0,0,,,,,8,11,1,
ロッテ/ソフトバンク,08/25,ロッテ,0,0,4,1,0,0,0,2,3,,,,10,19,2,
ロッテ/ソフトバンク,08/25,ソフトバンク,0,0,0,1,2,0,0,0,0,,,,3,8,0,
阪神/巨人,08/25,阪神,1,2,0,0,0,0,0,0,0,,,,3,11,0,
阪神/巨人,08/25,巨人,1,0,0,0,5,0,0,0,,,,,6,10,1,
中日/広島,08/25,中日,0,0,0,0,0,0,0,0,1,,,,1,4,0,
中日/広島,08/25,広島,0,0,4,0,1,0,2,2,,,,,9,15,1,
日本ハム/楽天,08/25,日本ハム,0,1,0,0,2,0,0,0,0,2,,,5,6,1,
日本ハム/楽天,08/25,楽天,0,0,2,0,0,0,1,0,0,0,,,3,9,1,
ＤｅＮＡ/ヤクルト,08/26,ＤｅＮＡ,0,1,0,0,0,2,0,0,1,,,,4,7,0,
ＤｅＮＡ/ヤクルト,08/26,ヤクルト,1,0,0,0,2,2,0,0,,,,,5,10,0,
オリックス/西武,08/26,オリックス,4,0,1,0,0,0,1,0,3,,,,9,14,0,
オリックス/西武,08/26,西武,0,0,0,0,0,0,0,0,0,,,,0,9,0,
ロッテ/ソフトバンク,08/26,ロッテ,0,2,0,1,0,0,1,2,0,,,,6,7,1,
ロッテ/ソフトバンク,08/26,ソフトバンク,0,0,0,1,0,0,1,0,1,,,,3,8,2,
阪神/巨人,08/26,阪神,0,5,0,0,0,0,1,2,0,,,,8,10,0,
阪神/巨人,08/26,巨人,0,0,0,3,0,0,0,1,0,,,,4,8,1,
中日/広島,08/26,中日,0,0,0,2,0,0,0,0,0,,,,2,2,0,
中日/広島,08/26,広島,0,4,0,0,0,0,1,1,,,,,6,6,0,
日本ハム/楽天,08/26,日本ハム,3,0,0,0,2,0,0,0,0,,,,5,7,1,
日本ハム/楽天,08/26,楽天,3,0,0,0,0,0,0,0,1,,,,4,10,3,
ＤｅＮＡ/ヤクルト,08/27,ＤｅＮＡ,1,2,0,2,1,0,0,1,0,,,,7,15,1,
ＤｅＮＡ/ヤクルト,08/27,ヤクルト,0,0,0,0,0,0,3,0,0,,,,3,6,1,
オリックス/西武,08/27,オリックス,0,3,0,0,0,4,0,3,0,,,,10,14,0,
オリックス/西武,08/27,西武,3,2,1,0,0,0,2,0,1,,,,9,12,1,
ロッテ/ソフトバンク,08/27,ロッテ,0,0,0,0,0,0,0,0,0,,,,0,3,1,
ロッテ/ソフトバンク,08/27,ソフトバンク,0,0,0,2,0,1,0,0,,,,,3,11,0,
阪神/巨人,08/27,阪神,0,0,0,0,0,0,0,0,0,,,,0,2,0,
阪神/巨人,08/27,巨人,0,0,0,0,0,0,6,0,,,,,6,8,0,
中日/広島,08/27,中日,4,0,0,2,0,0,0,0,0,,,,6,10,0,
中日/広島,08/27,広島,0,2,0,0,0,0,0,3,0,,,,5,8,0,
日本ハム/楽天,08/27,日本ハム,0,0,3,2,0,0,0,0,0,,,,5,11,0,
日本ハム/楽天,08/27,楽天,1,0,0,0,0,0,1,0,0,,,,2,8,0,
ＤｅＮＡ/中日,08/29,ＤｅＮＡ,4,2,0,0,0,0,0,0,0,,,,6,8,0,
ＤｅＮＡ/中日,08/29,中日,3,0,0,2,0,0,0,2,,,,,7,12,0,
オリックス/ロッテ,08/29,オリックス,0,0,0,2,0,0,0,0,0,,,,2,9,1,
オリックス/ロッテ,08/29,ロッテ,2,0,0,0,2,0,2,0,,,,,6,8,1,
ヤクルト/阪神,08/29,ヤクルト,0,0,0,0,0,0,0,0,0,,,,0,2,2,
ヤクルト/阪神,08/29,阪神,0,2,0,0,1,0,0,0,,,,,3,7,0,
広島/巨人,08/29,広島,0,0,0,0,2,0,0,0,0,,,,2,5,0,
広島/巨人,08/29,巨人,0,1,0,0,0,0,0,0,0,,,,1,8,0,
西武/楽天,08/29,西武,0,0,0,1,0,1,1,0,0,,,,3,11,0,
西武/楽天,08/29,楽天,0,0,0,0,1,0,0,0,0,,,,1,6,0,
ＤｅＮＡ/中日,08/30,ＤｅＮＡ,0,0,3,0,2,0,0,0,1,,,,6,11,0,
ＤｅＮＡ/中日,08/30,中日,0,0,0,0,0,1,2,0,0,,,,3,6,1,
オリックス/ロッテ,08/30,オリックス,1,0,1,0,0,0,5,0,0,,,,7,11,1,
オリックス/ロッテ,08/30,ロッテ,0,0,1,1,0,0,0,0,0,,,,2,5,0,
ソフトバンク/日本ハム,08/30,ソフトバンク,0,0,0,1,0,0,0,0,0,,,,1,4,0,
ソフトバンク/日本ハム,08/30,日本ハム,1,0,0,2,0,0,0,0,,,,,3,8,0,
ヤクルト/阪神,08/30,ヤクルト,0,0,0,0,0,2,0,1,0,0,,,3,8,0,
ヤクルト/阪神,08/30,阪神,1,0,1,0,0,0,0,1,0,1,,,4,4,0,
広島/巨人,08/30,広島,1,0,0,0,1,0,2,0,0,,,,4,12,0,
広島/巨人,08/30,巨人,0,3,0,1,1,0,0,1,,,,,6,12,1,
西武/楽天,08/30,西武,0,0,0,1,4,3,0,0,,,,,8,13,2,
西武/楽天,08/30,楽天,3,0,0,1,0,0,0,4,,,,,8,10,0,
ＤｅＮＡ/中日,08/31,ＤｅＮＡ,0,0,0,0,0,0,1,1,0,,,,2,4,1,
ＤｅＮＡ/中日,08/31,中日,1,0,0,0,1,0,2,0,,,,,4,8,0,
オリックス/ロッテ,08/31,オリックス,0,2,4,0,0,2,5,1,0,,,,14,21,0,
オリックス/ロッテ,08/31,ロッテ,0,0,1,0,1,1,0,0,1,,,,4,10,2,
ソフトバンク/日本ハム,08/31,ソフトバンク,0,0,0,4,0,0,0,0,0,,,,4,3,1,
ソフトバンク/日本ハム,08/31,日本ハム,0,0,1,0,0,0,2,0,0,,,,3,9,0,
ヤクルト/阪神,08/31,ヤクルト,0,0,0,0,0,0,0,0,0,,,,0,8,0,
ヤクルト/阪神,08/31,阪神,0,0,0,1,0,0,0,0,,,,,1,5,1,
広島/巨人,08/31,広島,0,0,0,0,0,1,0,0,0,,,,1,6,1,
広島/巨人,08/31,巨人,0,1,2,0,0,0,0,0,,,,,3,4,0,
西武/楽天,08/31,西武,0,4,0,1,0,0,1,0,0,,,,6,8,0,
西武/楽天,08/31,楽天,1,0,0,0,1,0,0,0,0,,,,2,5,1,
楽天/ソフトバンク,09/01,楽天,0,0,0,0,0,0,0,0,0,,,,0,7,0,
楽天/ソフトバンク,09/01,ソフトバンク,0,0,0,1,0,0,1,0,,,,,2,4,0,
巨人/ＤｅＮＡ,09/01,巨人,0,1,0,0,0,1,0,1,0,,,,3,9,1,
巨人/ＤｅＮＡ,09/01,ＤｅＮＡ,0,0,0,0,0,0,0,0,,,,,0,8,0,
広島/ヤクルト,09/01,広島,0,0,0,0,0,1,2,0,0,,,,3,9,0,
広島/ヤクルト,09/01,ヤクルト,0,0,0,0,0,0,0,2,0,,,,2,5,0,
西武/オリックス,09/01,西武,0,0,5,0,0,0,0,0,2,,,,7,13,0,
西武/オリックス,09/01,オリックス,0,1,0,1,0,0,0,0,0,,,,2,6,0,
中日/阪神,09/01,中日,0,0,0,0,0,0,3,0,0,,,,3,5,0,
中日/阪神,09/01,阪神,0,0,1,1,0,0,0,3,,,,,5,7,1,
日本ハム/ロッテ,09/01,日本ハム,0,1,0,0,0,1,1,0,0,,,,3,12,1,
日本ハム/ロッテ,09/01,ロッテ,2,0,0,0,0,0,2,0,,,,,4,7,1,
楽天/ソフトバンク,09/02,楽天,0,0,0,0,0,1,0,0,0,,,,1,4,0,
楽天/ソフトバンク,09/02,ソフトバンク,0,0,1,0,0,1,0,1,,,,,3,7,1,
巨人/ＤｅＮＡ,09/02,巨人,0,0,0,1,0,1,1,0,0,,,,3,4,0,
巨人/ＤｅＮＡ,09/02,ＤｅＮＡ,0,0,1,0,0,0,0,0,0,,,,1,6,0,
広島/ヤクルト,09/02,広島,2,0,0,0,0,0,0,0,1,,,,3,9,0,
広島/ヤクルト,09/02,ヤクルト,0,0,0,0,0,0,0,1,0,,,,1,6,0,
西武/オリックス,09/02,西武,0,1,0,0,0,0,1,0,0,,,,2,6,1,
西武/オリックス,09/02,オリックス,1,2,0,0,0,1,0,0,,,,,4,10,0,
中日/阪神,09/02,中日,0,0,2,0,0,0,0,0,0,,,,2,7,0,
中日/阪神,09/02,阪神,1,3,1,1,0,1,1,1,,,,,9,12,0,
日本ハム/ロッテ,09/02,日本ハム,0,0,0,0,0,0,0,0,0,,,,0,5,2,
日本ハム/ロッテ,09/02,ロッテ,0,0,1,0,0,1,1,0,,,,,3,7,0,
楽天/ソフトバンク,09/03,楽天,0,0,0,0,0,0,0,0,0,,,,0,4,2,
楽天/ソフトバンク,09/03,ソフトバンク,0,0,0,0,0,0,0,0,1,,,,1,5,0,
巨人/ＤｅＮＡ,09/03,巨人,0,0,0,0,0,0,0,0,0,,,,0,4,1,
巨人/ＤｅＮＡ,09/03,ＤｅＮＡ,0,0,0,0,0,0,0,1,,,,,1,6,0,
広島/ヤクルト,09/03,広島,0,3,1,3,0,1,0,0,1,,,,9,8,0,
広島/ヤクルト,09/03,ヤクルト,1,0,1,0,0,0,0,0,0,,,,2,7,0,
西武/オリックス,09/03,西武,1,2,0,0,0,0,3,0,0,,,,6,8,4,
西武/オリックス,09/03,オリックス,2,0,3,0,3,0,3,0,,,,,11,7,1,
中日/阪神,09/03,中日,0,0,0,2,0,0,2,0,0,,,,4,9,1,
中日/阪神,09/03,阪神,0,0,0,0,1,1,0,0,0,,,,2,7,1,
日本ハム/ロッテ,09/03,日本ハム,2,0,0,0,0,0,3,0,0,,,,5,9,1,
日本ハム/ロッテ,09/03,ロッテ,0,0,2,0,0,0,0,0,0,,,,2,10,0,
ソフトバンク/オリックス,09/05,ソフトバンク,2,0,1,0,0,0,2,0,0,0,1,,6,11,0,
ソフトバンク/オリックス,09/05,オリックス,0,0,0,1,0,1,0,3,0,0,0,,5,13,0,
