日付,球場,自TM,打者,席,結果,相手TM,投手,腕
4/9,マツダスタジアム,C,鈴木誠也,右,空三振,Ys,オーレンドルフ,右
4/9,マツダスタジアム,C,エルドレッド,右,中飛,Ys,オーレンドルフ,右
4/9,マツダスタジアム,C,安部友裕,左,四球,Ys,オーレンドルフ,右
4/9,マツダスタジアム,C,會澤翼,右,投飛,Ys,オーレンドルフ,右
4/9,マツダスタジアム,C,九里亜蓮,右,一ゴロ,Ys,オーレンドルフ,右
4/9,マツダスタジアム,C,田中広輔,左,右２,Ys,オーレンドルフ,右
4/9,マツダスタジアム,C,菊池涼介,右,一犠打,Ys,オーレンドルフ,右
4/9,マツダスタジアム,C,丸佳浩,左,遊飛,Ys,オーレンドルフ,右
4/9,マツダスタジアム,C,新井貴浩,右,遊ゴロ,Ys,オーレンドルフ,右
4/9,マツダスタジアム,C,鈴木誠也,右,見三振,Ys,オーレンドルフ,右
4/9,マツダスタジアム,C,エルドレッド,右,捕邪飛,Ys,オーレンドルフ,右
4/9,マツダスタジアム,C,安部友裕,左,空三振,Ys,オーレンドルフ,右
4/9,マツダスタジアム,C,會澤翼,右,四球,Ys,星知弥,右
4/9,マツダスタジアム,C,天谷宗一郎,左,三犠打,Ys,星知弥,右
4/9,マツダスタジアム,C,田中広輔,左,遊失,Ys,星知弥,右
4/9,マツダスタジアム,C,菊池涼介,右,左失,Ys,星知弥,右
4/9,マツダスタジアム,C,丸佳浩,左,中安,Ys,星知弥,右
4/9,マツダスタジアム,C,新井貴浩,右,右安,Ys,ルーキ,右
4/9,マツダスタジアム,C,鈴木誠也,右,左安,Ys,ルーキ,右
4/9,マツダスタジアム,C,エルドレッド,右,左犠飛,Ys,ルーキ,右
4/9,マツダスタジアム,C,安部友裕,左,遊飛,Ys,ルーキ,右
4/9,マツダスタジアム,C,松山竜平,左,二飛,Ys,秋吉亮,右
4/9,マツダスタジアム,C,天谷宗一郎,左,二ゴロ,Ys,秋吉亮,右
4/9,マツダスタジアム,C,田中広輔,左,空三振,Ys,秋吉亮,右
4/11,東京ドーム,C,田中広輔,左,空三振,G,菅野智之,右
4/11,東京ドーム,C,菊池涼介,右,右安,G,菅野智之,右
4/11,東京ドーム,C,丸佳浩,左,空三振,G,菅野智之,右
4/11,東京ドーム,C,鈴木誠也,右,遊飛,G,菅野智之,右
4/11,東京ドーム,C,松山竜平,左,左飛,G,菅野智之,右
4/11,東京ドーム,C,エルドレッド,右,空三振,G,菅野智之,右
4/11,東京ドーム,C,安部友裕,左,空三振,G,菅野智之,右
4/11,東京ドーム,C,石原慶幸,右,見三振,G,菅野智之,右
4/11,東京ドーム,C,野村祐輔,右,見三振,G,菅野智之,右
4/11,東京ドーム,C,田中広輔,左,一ゴロ,G,菅野智之,右
4/11,東京ドーム,C,菊池涼介,右,中安,G,菅野智之,右
4/11,東京ドーム,C,丸佳浩,左,遊ゴロ,G,菅野智之,右
4/11,東京ドーム,C,鈴木誠也,右,左安,G,菅野智之,右
4/11,東京ドーム,C,松山竜平,左,左飛,G,菅野智之,右
4/11,東京ドーム,C,エルドレッド,右,空三振,G,菅野智之,右
4/11,東京ドーム,C,安部友裕,左,右飛,G,菅野智之,右
4/11,東京ドーム,C,石原慶幸,右,中安,G,菅野智之,右
4/11,東京ドーム,C,野村祐輔,右,投犠打,G,菅野智之,右
4/11,東京ドーム,C,田中広輔,左,四球,G,菅野智之,右
4/11,東京ドーム,C,菊池涼介,右,遊安,G,菅野智之,右
4/11,東京ドーム,C,丸佳浩,左,空三振,G,菅野智之,右
4/11,東京ドーム,C,鈴木誠也,右,左安,G,菅野智之,右
4/11,東京ドーム,C,松山竜平,左,四球,G,菅野智之,右
4/11,東京ドーム,C,エルドレッド,右,空三振,G,菅野智之,右
4/11,東京ドーム,C,安部友裕,左,一野選,G,菅野智之,右
4/11,東京ドーム,C,新井貴浩,右,三ゴロ,G,菅野智之,右
4/11,東京ドーム,C,小窪哲也,右,右３,G,菅野智之,右
4/11,東京ドーム,C,田中広輔,左,四球,G,菅野智之,右
4/11,東京ドーム,C,菊池涼介,右,中安,G,谷岡竜平,右
4/11,東京ドーム,C,丸佳浩,左,四球,G,谷岡竜平,右
4/11,東京ドーム,C,鈴木誠也,右,中２,G,谷岡竜平,右
4/11,東京ドーム,C,堂林翔太,右,四球,G,池田駿,左
4/11,東京ドーム,C,エルドレッド,右,空三振,G,池田駿,左
4/11,東京ドーム,C,安部友裕,左,右安,G,森福允彦,左
4/11,東京ドーム,C,會澤翼,右,投犠打,G,森福允彦,左
4/11,東京ドーム,C,小窪哲也,右,左安,G,森福允彦,左
4/11,東京ドーム,C,田中広輔,左,遊ゴロ,G,森福允彦,左
4/11,東京ドーム,C,菊池涼介,右,左本(2),G,森福允彦,左
4/11,東京ドーム,C,丸佳浩,左,空三振,G,森福允彦,左
4/11,東京ドーム,C,鈴木誠也,右,空三振,G,森福允彦,左
4/11,東京ドーム,C,堂林翔太,右,中安,G,森福允彦,左
4/11,東京ドーム,C,薮田和樹,右,バ三振,G,森福允彦,左
4/11,東京ドーム,C,安部友裕,左,右安,G,森福允彦,左
4/11,東京ドーム,C,會澤翼,右,遊直,G,森福允彦,左
4/11,東京ドーム,C,小窪哲也,右,中飛,G,山口鉄也,左
4/11,東京ドーム,C,田中広輔,左,空三振,G,山口鉄也,左
4/11,東京ドーム,C,菊池涼介,右,三ゴロ,G,山口鉄也,左
4/12,東京ドーム,C,田中広輔,左,空三振,G,内海哲也,左
4/12,東京ドーム,C,菊池涼介,右,遊ゴロ,G,内海哲也,左
4/12,東京ドーム,C,丸佳浩,左,遊ゴロ,G,内海哲也,左
4/12,東京ドーム,C,新井貴浩,右,左本(1),G,内海哲也,左
4/12,東京ドーム,C,鈴木誠也,右,遊ゴロ,G,内海哲也,左
4/12,東京ドーム,C,エルドレッド,右,左本(1),G,内海哲也,左
4/12,東京ドーム,C,小窪哲也,右,空三振,G,内海哲也,左
4/12,東京ドーム,C,會澤翼,右,右安,G,内海哲也,左
4/12,東京ドーム,C,床田寛樹,左,遊飛,G,内海哲也,左
4/12,東京ドーム,C,田中広輔,左,一ゴロ,G,内海哲也,左
4/12,東京ドーム,C,菊池涼介,右,中２,G,内海哲也,左
4/12,東京ドーム,C,丸佳浩,左,四球,G,内海哲也,左
4/12,東京ドーム,C,新井貴浩,右,右本(3),G,内海哲也,左
4/12,東京ドーム,C,鈴木誠也,右,空三振,G,内海哲也,左
4/12,東京ドーム,C,エルドレッド,右,右本(1),G,内海哲也,左
4/12,東京ドーム,C,小窪哲也,右,中安,G,内海哲也,左
4/12,東京ドーム,C,會澤翼,右,中飛,G,内海哲也,左
4/12,東京ドーム,C,床田寛樹,左,三邪飛,G,宮國椋丞,右
4/12,東京ドーム,C,田中広輔,左,空三振,G,宮國椋丞,右
4/12,東京ドーム,C,菊池涼介,右,三ゴロ,G,宮國椋丞,右
4/12,東京ドーム,C,丸佳浩,左,左安,G,宮國椋丞,右
4/12,東京ドーム,C,新井貴浩,右,四球,G,宮國椋丞,右
4/12,東京ドーム,C,鈴木誠也,右,三併打,G,宮國椋丞,右
4/12,東京ドーム,C,エルドレッド,右,中安,G,宮國椋丞,右
4/12,東京ドーム,C,小窪哲也,右,右飛,G,宮國椋丞,右
4/12,東京ドーム,C,會澤翼,右,一ゴロ,G,池田駿,左
4/12,東京ドーム,C,床田寛樹,左,二ゴロ,G,池田駿,左
4/12,東京ドーム,C,田中広輔,左,空三振,G,池田駿,左
4/12,東京ドーム,C,菊池涼介,右,右飛,G,池田駿,左
4/12,東京ドーム,C,丸佳浩,左,左飛,G,池田駿,左
4/12,東京ドーム,C,新井貴浩,右,見三振,G,池田駿,左
4/12,東京ドーム,C,鈴木誠也,右,右安,G,谷岡竜平,右
4/12,東京ドーム,C,エルドレッド,右,四球,G,谷岡竜平,右
4/12,東京ドーム,C,小窪哲也,右,一犠打,G,谷岡竜平,右
4/12,東京ドーム,C,堂林翔太,右,左２,G,山口鉄也,左
4/12,東京ドーム,C,下水流昂,右,空三振,G,山口鉄也,左
4/12,東京ドーム,C,田中広輔,左,二飛,G,山口鉄也,左
4/12,東京ドーム,C,菊池涼介,右,遊ゴロ,G,山口鉄也,左
4/12,東京ドーム,C,丸佳浩,左,四球,G,山口鉄也,左
4/12,東京ドーム,C,新井貴浩,右,中飛,G,山口鉄也,左
4/12,東京ドーム,C,鈴木誠也,右,四球,G,山口鉄也,左
4/12,東京ドーム,C,天谷宗一郎,左,右飛,G,山口鉄也,左
4/13,東京ドーム,C,田中広輔,左,四球,G,吉川光夫,左
4/13,東京ドーム,C,菊池涼介,右,二ゴロ,G,吉川光夫,左
4/13,東京ドーム,C,丸佳浩,左,二安,G,吉川光夫,左
4/13,東京ドーム,C,新井貴浩,右,中安,G,吉川光夫,左
4/13,東京ドーム,C,鈴木誠也,右,左安,G,吉川光夫,左
4/13,東京ドーム,C,エルドレッド,右,左２,G,吉川光夫,左
4/13,東京ドーム,C,小窪哲也,右,中安,G,吉川光夫,左
4/13,東京ドーム,C,會澤翼,右,中安,G,吉川光夫,左
4/13,東京ドーム,C,大瀬良大地,右,遊ゴロ,G,吉川光夫,左
4/13,東京ドーム,C,田中広輔,左,投ゴロ,G,吉川光夫,左
4/13,東京ドーム,C,菊池涼介,右,空三振,G,吉川光夫,左
4/13,東京ドーム,C,丸佳浩,左,左安,G,吉川光夫,左
4/13,東京ドーム,C,新井貴浩,右,四球,G,吉川光夫,左
4/13,東京ドーム,C,鈴木誠也,右,二ゴロ,G,高木勇人,右
4/13,東京ドーム,C,エルドレッド,右,死球,G,高木勇人,右
4/13,東京ドーム,C,小窪哲也,右,二飛,G,高木勇人,右
4/13,東京ドーム,C,會澤翼,右,左飛,G,高木勇人,右
4/13,東京ドーム,C,大瀬良大地,右,空三振,G,高木勇人,右
4/13,東京ドーム,C,田中広輔,左,空三振,G,高木勇人,右
4/13,東京ドーム,C,菊池涼介,右,遊ゴロ,G,高木勇人,右
4/13,東京ドーム,C,丸佳浩,左,空三振,G,高木勇人,右
4/13,東京ドーム,C,新井貴浩,右,三ゴロ,G,高木勇人,右
4/13,東京ドーム,C,鈴木誠也,右,空三振,G,高木勇人,右
4/13,東京ドーム,C,エルドレッド,右,四球,G,高木勇人,右
4/13,東京ドーム,C,小窪哲也,右,遊併打,G,高木勇人,右
4/13,東京ドーム,C,會澤翼,右,二飛,G,高木勇人,右
4/13,東京ドーム,C,大瀬良大地,右,見三振,G,高木勇人,右
4/13,東京ドーム,C,田中広輔,左,遊ゴロ,G,高木勇人,右
4/13,東京ドーム,C,菊池涼介,右,三ゴロ,G,高木勇人,右
4/13,東京ドーム,C,丸佳浩,左,左飛,G,高木勇人,右
4/13,東京ドーム,C,新井貴浩,右,四球,G,高木勇人,右
4/13,東京ドーム,C,鈴木誠也,右,左飛,G,高木勇人,右
4/13,東京ドーム,C,エルドレッド,右,空三振,G,マシソン,右
4/13,東京ドーム,C,安部友裕,左,投直,G,マシソン,右
4/13,東京ドーム,C,天谷宗一郎,左,空三振,G,マシソン,右
4/13,東京ドーム,C,松山竜平,左,右本(1),G,カミネロ,右
4/13,東京ドーム,C,田中広輔,左,四球,G,カミネロ,右
4/13,東京ドーム,C,菊池涼介,右,犠打失,G,カミネロ,右
4/13,東京ドーム,C,丸佳浩,左,右安,G,カミネロ,右
4/13,東京ドーム,C,新井貴浩,右,中飛,G,カミネロ,右
4/13,東京ドーム,C,鈴木誠也,右,左安,G,カミネロ,右
4/13,東京ドーム,C,エルドレッド,右,空三振,G,カミネロ,右
4/13,東京ドーム,C,安部友裕,左,中安,G,カミネロ,右
4/13,東京ドーム,C,石原慶幸,右,左本(3),G,池田駿,左
4/13,東京ドーム,C,堂林翔太,右,投ゴロ,G,池田駿,左
4/14,甲子園,C,田中広輔,左,二ゴロ,T,メッセンジャー,右
4/14,甲子園,C,菊池涼介,右,左安,T,メッセンジャー,右
4/14,甲子園,C,丸佳浩,左,左飛,T,メッセンジャー,右
4/14,甲子園,C,新井貴浩,右,一ゴロ,T,メッセンジャー,右
4/14,甲子園,C,鈴木誠也,右,中安,T,メッセンジャー,右
4/14,甲子園,C,松山竜平,左,遊飛,T,メッセンジャー,右
4/14,甲子園,C,安部友裕,左,二ゴロ,T,メッセンジャー,右
4/14,甲子園,C,石原慶幸,右,中安,T,メッセンジャー,右
4/14,甲子園,C,加藤拓也,右,投併打,T,メッセンジャー,右
4/14,甲子園,C,田中広輔,左,見三振,T,メッセンジャー,右
4/14,甲子園,C,菊池涼介,右,左２,T,メッセンジャー,右
4/14,甲子園,C,丸佳浩,左,遊飛,T,メッセンジャー,右
4/14,甲子園,C,新井貴浩,右,中安,T,メッセンジャー,右
4/14,甲子園,C,鈴木誠也,右,二飛,T,メッセンジャー,右
4/14,甲子園,C,松山竜平,左,空三振,T,メッセンジャー,右
4/14,甲子園,C,安部友裕,左,左飛,T,メッセンジャー,右
4/14,甲子園,C,石原慶幸,右,見三振,T,メッセンジャー,右
4/14,甲子園,C,加藤拓也,右,空三振,T,メッセンジャー,右
4/14,甲子園,C,田中広輔,左,空三振,T,メッセンジャー,右
4/14,甲子園,C,菊池涼介,右,中安,T,メッセンジャー,右
4/14,甲子園,C,丸佳浩,左,遊併打,T,メッセンジャー,右
4/14,甲子園,C,新井貴浩,右,空三振,T,メッセンジャー,右
4/14,甲子園,C,鈴木誠也,右,中飛,T,メッセンジャー,右
4/14,甲子園,C,松山竜平,左,三ゴロ,T,メッセンジャー,右
4/14,甲子園,C,安部友裕,左,中安,T,マテオ,右
4/14,甲子園,C,天谷宗一郎,左,空三振,T,マテオ,右
4/14,甲子園,C,エルドレッド,右,二ゴロ,T,マテオ,右
4/14,甲子園,C,田中広輔,左,左安,T,マテオ,右
4/14,甲子園,C,菊池涼介,右,空三振,T,ドリス,右
4/14,甲子園,C,丸佳浩,左,左安,T,ドリス,右
4/14,甲子園,C,新井貴浩,右,四球,T,ドリス,右
4/14,甲子園,C,鈴木誠也,右,見三振,T,ドリス,右
4/14,甲子園,C,松山竜平,左,空三振,T,ドリス,右
4/15,甲子園,C,田中広輔,左,中安,T,青柳晃洋,右
4/15,甲子園,C,菊池涼介,右,捕犠野,T,青柳晃洋,右
4/15,甲子園,C,丸佳浩,左,四球,T,青柳晃洋,右
4/15,甲子園,C,鈴木誠也,右,投失,T,青柳晃洋,右
4/15,甲子園,C,安部友裕,左,空三振,T,青柳晃洋,右
4/15,甲子園,C,エルドレッド,右,死球,T,青柳晃洋,右
4/15,甲子園,C,天谷宗一郎,左,中安,T,青柳晃洋,右
4/15,甲子園,C,石原慶幸,右,空三振,T,青柳晃洋,右
4/15,甲子園,C,岡田明丈,左,四球,T,青柳晃洋,右
4/15,甲子園,C,田中広輔,左,遊飛,T,青柳晃洋,右
4/15,甲子園,C,菊池涼介,右,中飛,T,青柳晃洋,右
4/15,甲子園,C,丸佳浩,左,中安,T,青柳晃洋,右
4/15,甲子園,C,鈴木誠也,右,二併打,T,青柳晃洋,右
4/15,甲子園,C,安部友裕,左,右２,T,青柳晃洋,右
4/15,甲子園,C,エルドレッド,右,空三振,T,青柳晃洋,右
4/15,甲子園,C,天谷宗一郎,左,空三振,T,青柳晃洋,右
4/15,甲子園,C,石原慶幸,右,四球,T,青柳晃洋,右
4/15,甲子園,C,岡田明丈,左,投失,T,青柳晃洋,右
4/15,甲子園,C,田中広輔,左,中安,T,青柳晃洋,右
4/15,甲子園,C,菊池涼介,右,右飛,T,青柳晃洋,右
4/15,甲子園,C,丸佳浩,左,中安,T,岩崎優,左
4/15,甲子園,C,鈴木誠也,右,中飛,T,岩崎優,左
4/15,甲子園,C,安部友裕,左,二ゴロ,T,岩崎優,左
4/15,甲子園,C,エルドレッド,右,左安,T,岩崎優,左
4/15,甲子園,C,堂林翔太,右,三ゴロ,T,岩崎優,左
4/15,甲子園,C,石原慶幸,右,中飛,T,岩崎優,左
4/15,甲子園,C,岡田明丈,左,見三振,T,岩崎優,左
4/15,甲子園,C,田中広輔,左,見三振,T,岩崎優,左
4/15,甲子園,C,菊池涼介,右,見三振,T,岩崎優,左
4/15,甲子園,C,丸佳浩,左,左飛,T,岩崎優,左
4/15,甲子園,C,鈴木誠也,右,左安,T,岩崎優,左
4/15,甲子園,C,安部友裕,左,空三振,T,岩崎優,左
4/15,甲子園,C,エルドレッド,右,見三振,T,松田遼馬,右
4/15,甲子園,C,堂林翔太,右,中安,T,松田遼馬,右
4/15,甲子園,C,石原慶幸,右,一邪飛,T,松田遼馬,右
4/15,甲子園,C,岡田明丈,左,空三振,T,松田遼馬,右
4/15,甲子園,C,田中広輔,左,空三振,T,松田遼馬,右
4/15,甲子園,C,菊池涼介,右,中３,T,松田遼馬,右
4/15,甲子園,C,丸佳浩,左,遊ゴロ,T,松田遼馬,右
4/15,甲子園,C,鈴木誠也,右,投ゴロ,T,松田遼馬,右
4/15,甲子園,C,安部友裕,左,右安,T,藤川球児,右
4/15,甲子園,C,エルドレッド,右,空三振,T,藤川球児,右
4/15,甲子園,C,堂林翔太,右,遊安,T,藤川球児,右
4/15,甲子園,C,石原慶幸,右,空三振,T,藤川球児,右
4/16,甲子園,C,田中広輔,左,中安,T,能見篤史,左
4/16,甲子園,C,菊池涼介,右,左安,T,能見篤史,左
4/16,甲子園,C,丸佳浩,左,遊ゴロ,T,能見篤史,左
4/16,甲子園,C,新井貴浩,右,四球,T,能見篤史,左
4/16,甲子園,C,鈴木誠也,右,左犠飛,T,能見篤史,左
4/16,甲子園,C,エルドレッド,右,四球,T,能見篤史,左
4/16,甲子園,C,小窪哲也,右,遊飛,T,能見篤史,左
4/16,甲子園,C,會澤翼,右,左安,T,能見篤史,左
4/16,甲子園,C,九里亜蓮,右,捕犠打,T,能見篤史,左
4/16,甲子園,C,田中広輔,左,空三振,T,能見篤史,左
4/16,甲子園,C,菊池涼介,右,遊ゴロ,T,能見篤史,左
4/16,甲子園,C,丸佳浩,左,中安,T,能見篤史,左
4/16,甲子園,C,新井貴浩,右,遊併打,T,能見篤史,左
4/16,甲子園,C,鈴木誠也,右,左安,T,能見篤史,左
4/16,甲子園,C,エルドレッド,右,左２,T,能見篤史,左
4/16,甲子園,C,小窪哲也,右,空三振,T,能見篤史,左
4/16,甲子園,C,會澤翼,右,捕ゴロ,T,能見篤史,左
4/16,甲子園,C,九里亜蓮,右,見三振,T,能見篤史,左
4/16,甲子園,C,田中広輔,左,二ゴロ,T,能見篤史,左
4/16,甲子園,C,菊池涼介,右,中飛,T,能見篤史,左
4/16,甲子園,C,丸佳浩,左,空三振,T,能見篤史,左
4/16,甲子園,C,新井貴浩,右,右飛,T,能見篤史,左
4/16,甲子園,C,鈴木誠也,右,空三振,T,桑原謙太朗,右
4/16,甲子園,C,エルドレッド,右,遊ゴロ,T,桑原謙太朗,右
4/16,甲子園,C,小窪哲也,右,三ゴロ,T,桑原謙太朗,右
4/16,甲子園,C,會澤翼,右,見三振,T,桑原謙太朗,右
4/16,甲子園,C,九里亜蓮,右,見三振,T,桑原謙太朗,右
4/16,甲子園,C,田中広輔,左,三ゴロ,T,桑原謙太朗,右
4/16,甲子園,C,菊池涼介,右,右飛,T,マテオ,右
4/16,甲子園,C,丸佳浩,左,四球,T,マテオ,右
4/16,甲子園,C,新井貴浩,右,空三振,T,マテオ,右
4/16,甲子園,C,鈴木誠也,右,一ゴロ,T,マテオ,右
4/16,甲子園,C,エルドレッド,右,三ゴロ,T,ドリス,右
4/16,甲子園,C,安部友裕,左,空三振,T,ドリス,右
4/16,甲子園,C,松山竜平,左,空三振,T,ドリス,右
4/18,マツダスタジアム,C,田中広輔,左,見三振,DB,濵口遥大,左
4/18,マツダスタジアム,C,菊池涼介,右,右安,DB,濵口遥大,左
4/18,マツダスタジアム,C,丸佳浩,左,右安,DB,濵口遥大,左
4/18,マツダスタジアム,C,新井貴浩,右,四球,DB,濵口遥大,左
4/18,マツダスタジアム,C,鈴木誠也,右,空三振,DB,濵口遥大,左
